RedMean,RedStd,BlueMean,BlueStd,GreenMean,GreenStd,Class
78.209296875,61.04628044587537,83.16083333333333,45.9082079776822,75.19341145833333,44.74368104044237,0
78.54541666666667,61.07007347978557,83.43854166666667,45.917092677527776,75.84658854166666,44.70809410460433,0
78.43033854166667,61.04526574761976,83.58322916666667,45.83860556786062,75.91578125,44.64831546507366,0
78.42098958333334,61.29622453928658,83.73671875,45.679314766822515,75.71434895833333,44.891058435290965,0
78.616640625,61.19756079328655,83.77861979166667,45.855633130092606,75.67807291666666,44.5214169954904,0
78.86221354166666,61.06014239133642,83.5165625,45.89642195858203,76.02619791666666,44.71915418664736,0
78.70890625,60.9489959571012,83.532109375,45.90126757314441,75.59846354166666,44.83549320308902,0
78.53002604166667,61.239634620371895,83.750390625,45.79727762507324,76.2928125,44.59972604089951,0
78.57559895833333,61.12830268348818,83.53484375,45.87535063985579,75.55958333333334,44.517024386667146,0
78.36348958333333,61.23032558426975,83.417109375,45.9790130337842,75.79510416666666,44.94197818425607,0
78.921328125,60.93539982113148,83.46575520833333,45.80847156233823,76.105,44.52681502476837,0
78.65223958333333,61.098746067545164,83.41033854166666,45.87613114397901,75.958984375,44.601674693074465,0
78.37609375,61.15158642456547,83.76744791666667,45.8559904159588,76.14083333333333,44.76835411934943,0
78.242734375,61.390920896863136,83.31140625,45.93925909445515,76.50432291666667,44.29096423157291,0
78.58682291666666,60.932593933359726,83.555078125,45.977135822963845,75.754765625,44.96431386732899,0
78.57723958333334,61.16681274975427,83.715390625,45.700646337100004,75.81401041666666,44.58323841375966,0
78.13513020833334,61.262349904883735,83.70606770833334,45.8363896858481,76.21229166666667,44.68952192346896,0
78.46640625,61.243567830642135,83.49338541666667,45.85179258579313,75.96768229166666,44.571170525621824,0
78.61338541666667,61.19936306515933,83.37317708333333,45.97011381174145,76.87572916666667,44.713533494829015,0
78.698515625,61.198391675189754,83.699375,45.86068509201806,75.75911458333333,44.728644173872844,0
78.64455729166667,61.05000545200316,83.488359375,45.809223051466184,76.11916666666667,44.82403346854235,0
88.51591145833333,59.657337552967654,93.61484375,63.66200657964255,97.92302083333334,54.85696610693879,1
88.56565104166667,59.50769568879932,93.53369791666667,63.74897106908466,97.624453125,54.75698710137107,1
88.70096354166667,59.48171006624473,93.49796875,63.730865151489894,97.96950520833333,54.83210958866051,1
88.79458333333334,59.579727674993414,93.49713541666667,63.63638071203894,97.95348958333334,54.91865265734268,1
88.735859375,59.405337824323176,93.501484375,63.7203750437284,97.64934895833333,55.02051120465802,1
88.63916666666667,59.659817379221586,93.42557291666667,63.65599017853697,97.82440104166666,54.83550708145973,1
88.69013020833333,59.61174989466288,93.557265625,63.75635304800141,98.08588541666667,54.6108331052113,1
88.63533854166667,59.45108910675466,93.63828125,63.62748557001503,98.22411458333333,54.89363608898593,1
88.80690104166666,59.460423894109475,93.68239583333333,63.73724678391237,97.5690625,54.523695356891324,1
89.00098958333334,59.5730818604683,93.53481770833334,63.77102869036314,97.757265625,54.56640079433884,1
88.41067708333334,59.56226207157737,93.56734375,63.78424934746292,97.57494791666667,54.89397790188859,1
88.75955729166667,59.50483151612625,93.734140625,63.700121999498776,98.221328125,54.74706373696455,1
88.44177083333334,59.48948519652409,93.81174479166667,63.58178831055452,97.992109375,55.0614828247746,1
88.59760416666667,59.642177858259856,93.45088541666667,63.88822461148593,97.97263020833333,54.566587818028175,1
88.48903645833333,59.45924974131992,93.71966145833333,63.725215597992054,97.878125,54.84747497440673,1
88.9340625,59.329168944649965,93.40359375,63.82655964605474,98.06606770833334,54.66717036088641,1
88.92536458333333,59.40424983370042,93.40669270833334,63.72677266397592,98.13622395833333,54.67318584392809,1
88.511015625,59.52290729827748,93.468984375,63.82335221555619,98.04088541666667,54.529008385133984,1
80.64015625,56.543265532324995,82.32713541666666,46.04986329515533,82.913984375,61.73900688465806,2
81.46151041666667,56.27670780588103,82.608984375,45.86743463401656,82.16213541666667,62.251841619531795,2
81.30171875,56.66273032128521,82.65955729166667,45.85843149724226,82.73390625,61.566351202310514,2
81.314453125,56.13709965587681,82.59052083333333,46.01845456059308,82.509921875,61.93093814462187,2
81.19661458333333,56.21109524036704,82.3909375,45.947828557194356,82.218515625,61.89107817943772,2
81.3484375,56.36317455108034,82.53072916666666,46.0896221992355,82.55473958333333,61.68244679940761,2
81.04809895833333,56.29916836299894,82.51364583333333,45.97638514361935,82.61346354166666,61.79990258372682,2
81.136640625,56.373944014185085,82.4778125,46.104332851857066,82.07317708333333,62.06234062844574,2
81.51294270833333,56.14525051509713,82.581875,45.95081909662804,82.37731770833334,61.74463245137426,2
81.33205729166667,56.38299207426468,82.45541666666666,45.87598877037705,82.42341145833333,61.90610892064929,2
81.71921875,56.026448045897546,82.73372395833333,45.94295951896447,82.80177083333334,61.40974981111908,2
81.3625,56.22921653079478,82.49822916666666,45.91822097705298,82.55572916666667,61.93895615921586,2
81.01625,56.41838174245513,82.657890625,46.01941809045099,82.01122395833333,62.275539055457656,2
81.31192708333333,56.536214365908776,82.70408854166666,45.99962764741135,82.526015625,61.789367092462086,2
81.09041666666667,56.42449833473478,82.71114583333333,45.92808237636909,82.2421875,61.73166682477352,2
81.010625,56.526651085507666,82.66770833333334,45.96996357403665,82.45713541666667,61.57187480330329,2
81.14231770833334,56.26191522730795,82.35578125,45.7824905453538,82.23549479166667,61.94779375876074,2
81.16661458333333,56.396827352378445,82.56458333333333,46.018460922326646,82.58755208333334,61.72514885603184,2
81.27700520833334,56.46969930847512,82.49028645833333,45.958951447434174,82.689453125,61.763816716829396,2
65.87856770833334,52.32026494571816,63.171953125,39.63597429311472,63.65901041666667,42.094072190797625,3
65.529765625,52.413035109830744,63.43640625,39.78959332645804,63.75216145833333,42.1208530106981,3
65.384375,52.723741643991225,63.35161458333334,39.71839234034438,63.96208333333333,42.042358598120536,3
65.47328125,52.512535851214146,63.290989583333335,39.89069913082227,63.074505208333335,42.32030819160162,3
65.586015625,52.6375816042637,63.04799479166667,39.788951874756386,63.387109375,42.18239494393871,3
65.64919270833333,52.34183647621135,63.200755208333334,39.791617161214624,63.320026041666665,41.67599797594367,3
65.41158854166666,52.66488636967402,63.27286458333333,39.81425196462354,63.63877604166667,42.020338720795635,3
65.12111979166667,52.59841313548207,63.212473958333334,39.65212971928997,63.538072916666664,42.394781007841985,3
65.42643229166667,52.56342997869295,63.15213541666667,39.76584826390892,63.28953125,42.19936715546636,3
65.67692708333334,52.584960014473964,63.56270833333333,39.70295597935014,63.385625,42.03849911619962,3
65.262578125,52.54361219916752,63.36734375,39.80324468854407,63.41171875,41.95136591642518,3
65.68770833333333,52.53405071315126,63.221354166666664,39.66484277459305,63.85859375,41.97817704501758,3
66.02359375,52.85971622686827,63.214427083333334,39.82506225388597,62.489635416666665,42.29581400279223,3
65.59536458333334,52.363482916019514,63.32536458333333,39.94239696597886,63.23716145833333,42.031205288266236,3
65.700390625,52.39929527847791,63.31846354166667,39.707832229262245,63.53263020833333,42.172495206427435,3
65.64796875,52.598227364767574,63.159453125,39.79361819009712,63.362239583333334,42.08005244453001,3
65.441015625,52.57655440333067,63.333671875,39.73744221916569,63.060885416666665,42.13455494068163,3
